,area_type,availability,society,total_sqft,bath,balcony,price,site_location,total_sqft_normalized,bhk
247,Plot  Area,1,128.2697082088187,1200.0,2.0,0.0,95.0,Navi Peth,0.022938149260584264,1
248,Built-up  Area,1,128.2697082088187,1025.0,2.0,2.0,36.0,Padmavati,0.019590212546153698,2
249,Super built-up  Area,0,74.32373814259485,1108.0,2.0,1.0,63.0,Parvati Darshan,0.021178091102140768,2
250,Plot  Area,1,128.2697082088187,1200.0,5.0,2.0,170.0,Pashan,0.022938149260584264,1
251,Super built-up  Area,1,122.11197661668707,3045.0,3.0,2.0,170.0,Paud Road,0.058234967764152205,3
252,Plot  Area,1,284.3338054272839,2900.0,3.0,2.0,300.0,Pirangut,0.05546096305790974,1
253,Super built-up  Area,1,106.36197661668707,1500.0,3.0,2.0,75.5,Prabhat Road,0.02867746934246523,3
254,Super built-up  Area,1,51.87343364353085,1295.0,2.0,2.0,43.9,Pune Railway Station,0.02475560061984657,2
255,Super built-up  Area,1,75.01267659811552,1162.0,2.0,1.0,59.9,Rasta Peth,0.02221116871687934,2
256,Super built-up  Area,1,69.10870426429446,1035.0,2.0,2.0,49.2,Raviwar Peth,0.01978152321554973,2
257,Built-up  Area,1,102.57864328335374,1600.0,4.0,0.0,52.8,Sadashiv Peth,0.03059057603642555,1
258,Super built-up  Area,1,128.2697082088187,1464.0,3.0,2.0,46.0,Sahakar Nagar,0.027988750932639514,3
259,Super built-up  Area,0,92.11687330001361,1866.0,2.0,2.0,61.58,Salunke Vihar,0.03567943984236001,3
260,Super built-up  Area,1,87.23883710001749,700.0,1.0,1.0,26.0,Sasson Road,0.013372615790782652,2
261,Super built-up  Area,1,130.9635399666803,1804.0,3.0,2.0,120.0,Satara Road,0.03449331369210461,3
262,Super built-up  Area,1,128.2697082088187,913.0,2.0,1.0,32.0,Senapati Bapat Road,0.017447533048918138,2
263,Super built-up  Area,0,135.52584075769704,1868.0,3.0,2.0,131.0,Shaniwar Peth,0.03571770197623921,3
264,Built-up  Area,1,128.2697082088187,883.0,2.0,1.0,45.0,Shivaji Nagar,0.016873601040730043,2
265,Plot  Area,1,128.2697082088187,900.0,2.0,1.0,110.0,Shukrawar Peth,0.017198829178703297,1
266,Super built-up  Area,1,128.2697082088187,1664.0,2.0,3.0,73.95,Sinhagad Road,0.031814964320560156,3
267,Super built-up  Area,1,121.97812398000816,2026.0,3.0,2.0,132.0,Somwar Peth,0.03874041055269652,3
268,Super built-up  Area,1,107.26197661668708,1210.0,2.0,1.0,80.9,Swargate,0.023129459929980296,2
269,Plot  Area,1,190.69744179092024,4111.0,4.0,2.0,250.0,Tilak Road,0.07862868512176924,1
270,Super built-up  Area,1,104.90128586471309,1762.0,3.0,3.0,91.45,Uruli Devachi,0.03368980888064128,3
271,Super built-up  Area,1,66.2068743880049,1252.0,3.0,3.0,55.0,Vadgaon Budruk,0.02393296474144363,3
272,Built-up  Area,1,68.42621442778459,861.0,2.0,1.0,34.5,Wadgaon Sheri,0.016452717568058772,2
273,Built-up  Area,1,87.87792356071866,1420.0,2.0,1.0,100.0,Viman Nagar,0.027146983987296973,3
274,Plot  Area,1,128.2697082088187,1450.0,6.0,0.0,250.0,Vishrant Wadi,0.027720915995485068,1
275,Built-up  Area,1,96.16353996668028,1490.0,3.0,1.0,78.8,Wagholi,0.0284861586730692,3
276,Super built-up  Area,1,128.2697082088187,1075.0,2.0,1.0,46.0,Wakadewadi,0.02054676589313386,3
277,Super built-up  Area,0,86.30475843847096,1425.0,2.0,2.0,94.0,Wanowrie,0.02724263932199499,3
278,Built-up  Area,1,100.44530995002042,1200.0,2.0,1.0,40.0,Warje,0.022938149260584264,2
279,Super built-up  Area,1,128.2697082088187,1280.0,2.0,2.0,56.0,Yerawada,0.02446863461575252,3
280,Super built-up  Area,1,102.11197661668707,1084.0,2.0,2.0,50.0,Alandi Road,0.02071894549559029,2
281,Super built-up  Area,0,35.724663069233905,1015.0,2.0,2.0,25.88,Ambegaon Budruk,0.019398901876757666,2
282,Super built-up  Area,0,76.25220314211171,1017.0,2.0,1.0,51.25,Anandnagar,0.019437164010636873,2
283,Super built-up  Area,1,128.2697082088187,1027.0,2.0,2.0,44.0,Aundh,0.019628474680032905,2
284,Super built-up  Area,1,93.23883710001749,1069.0,2.0,2.0,45.0,Aundh Road,0.020431979491496242,2
285,Super built-up  Area,1,127.01966082083845,1349.0,2.0,1.0,98.2,Balaji Nagar,0.025788678234585142,2
286,Super built-up  Area,1,66.76227569286588,1005.0,2.0,1.0,50.0,Baner,0.019207591207361634,2
287,Super built-up  Area,1,102.52455138573178,1417.0,2.0,3.0,75.0,Baner road,0.02708959078647816,2
288,Plot  Area,0,128.2697082088187,1475.0,3.0,1.0,98.0,Bhandarkar Road,0.028199192668975148,1
289,Carpet  Area,1,93.38169424287464,950.0,2.0,2.0,47.0,Bhavani Peth,0.018155382525683456,2
290,Super built-up  Area,1,113.77864328335374,2000.0,4.0,0.0,120.0,Bibvewadi,0.03824300281226684,4
291,Plot  Area,1,128.2697082088187,880.0,3.0,1.0,140.0,Bopodi,0.01681620783991123,1
292,Super built-up  Area,1,96.82187410000721,1863.0,3.0,2.0,104.0,Budhwar Peth,0.0356220466415412,4
293,Super built-up  Area,1,90.31026567144606,1010.0,2.0,1.0,29.5,Bund Garden Road,0.01930324654205965,2
294,Super built-up  Area,1,105.44530995002042,1425.0,2.0,1.0,70.0,Camp,0.02724263932199499,3
295,Super built-up  Area,1,110.44530995002042,1450.0,3.0,0.0,100.0,Chandan Nagar,0.027720915995485068,3
296,Super built-up  Area,1,112.1484366500068,1847.0,3.0,2.0,105.0,Dapodi,0.03531594957050755,3
297,Super built-up  Area,1,101.27864328335374,1100.0,2.0,3.0,45.0,Deccan Gymkhana,0.02102504256662394,2
298,Super built-up  Area,0,49.165813943422656,525.0,1.0,1.0,26.0,Dehu Road,0.010024679076352088,1
299,Super built-up  Area,1,103.89523246251531,1665.0,3.0,2.0,95.0,Dhankawadi,0.03183409538749976,3
300,Super built-up  Area,1,104.61197661668707,1664.0,4.0,3.0,65.0,Dhayari Phata,0.031814964320560156,4
301,Super built-up  Area,1,114.45898246251531,1850.0,3.0,3.0,150.0,Dhole Patil Road,0.03537334277132636,3
302,Super built-up  Area,1,110.44530995002042,1438.0,2.0,3.0,100.0,Erandwane,0.02749134319220983,2
303,Super built-up  Area,1,112.94530995002042,1560.0,3.0,3.0,115.0,Fatima Nagar,0.02982533335884142,3
304,Super built-up  Area,0,128.2697082088187,1350.0,2.0,1.0,55.55,Fergusson College Road,0.025807809301524747,2
305,Super built-up  Area,1,68.75633884857493,1550.0,3.0,3.0,67.0,Ganesh Peth,0.02963402268944539,3
306,Super built-up  Area,0,128.2697082088187,1140.0,2.0,2.0,46.5,Ganeshkhind,0.02179028524420807,2
307,Plot  Area,1,128.2697082088187,1200.0,5.0,2.0,180.0,Ghorpade Peth,0.022938149260584264,1
308,Super built-up  Area,0,128.2697082088187,850.0,2.0,2.0,27.0,Ghorpadi,0.016242275831723135,2
309,Super built-up  Area,1,100.38682164167687,1280.0,2.0,2.0,75.0,Gokhale Nagar,0.02446863461575252,2
310,Built-up  Area,1,128.2697082088187,1170.0,2.0,2.0,52.0,Gultekdi,0.022364217252396165,2
311,Super built-up  Area,1,81.4492599727384,1113.0,2.0,1.0,51.0,Guruwar peth,0.021273746436838784,2
312,Super built-up  Area,1,89.38015497501021,1385.0,2.0,1.0,83.09,Hadapsar,0.02647739664441086,2
313,Super built-up  Area,0,74.32373814259485,1128.0,2.0,1.0,65.0,Hadapsar Industrial Estate,0.02156071244093283,2
314,Plot  Area,1,128.2697082088187,1200.0,2.0,2.0,128.0,Hingne Khurd,0.022938149260584264,1
315,Plot  Area,1,128.2697082088187,1200.0,4.0,3.0,165.0,Jangali Maharaj Road,0.022938149260584264,1
316,Super built-up  Area,1,350.4223953233374,2390.0,3.0,2.0,415.0,Kalyani Nagar,0.045704118918712094,3
317,Plot  Area,1,128.2697082088187,2400.0,4.0,1.0,400.0,Karve Nagar,0.045895429588108126,1
318,Super built-up  Area,1,77.74398920770173,1464.0,3.0,2.0,56.0,Karve Road,0.027988750932639514,3
319,Super built-up  Area,1,128.2697082088187,1200.0,2.0,2.0,55.0,Kasba Peth,0.022938149260584264,2
320,Super built-up  Area,1,102.44530995002042,1200.0,2.0,2.0,52.0,Katraj,0.022938149260584264,2
321,Super built-up  Area,1,65.86532665238678,1150.0,2.0,1.0,55.0,Khadaki,0.0219815959136041,3
322,Built-up  Area,1,103.35242885556916,1645.0,3.0,2.0,95.0,Khadki,0.0314514740487077,3
323,Super built-up  Area,0,128.2697082088187,1000.0,2.0,1.0,67.0,Kharadi,0.01911193587266362,2
324,Plot  Area,1,128.2697082088187,2650.0,4.0,2.0,198.0,Kondhwa,0.050678196323008934,1
325,Super built-up  Area,1,103.40798441112472,1192.0,2.0,2.0,74.0,Kondhwa Budruk,0.022785100725067436,2
326,Super built-up  Area,1,135.38169424287463,2135.0,3.0,2.0,215.0,Kondhwa Khurd,0.040825696849113274,3
327,Super built-up  Area,0,81.71859298500613,1173.0,2.0,1.0,58.0,Koregaon Park,0.022421610453214978,2
328,Built-up  Area,1,95.38169424287464,1020.0,2.0,2.0,45.0,Kothrud,0.019494557211455682,2
329,Super built-up  Area,1,163.15485463750218,3122.0,6.0,2.0,230.0,Law College Road,0.05970805991850166,4
330,Super built-up  Area,1,128.2697082088187,1600.0,3.0,3.0,64.0,Laxmi Road,0.03059057603642555,3
331,Plot  Area,0,128.2697082088187,1200.0,2.0,0.0,79.0,Lulla Nagar,0.022938149260584264,1
332,Carpet  Area,1,128.2697082088187,1230.0,2.0,3.0,48.0,Mahatma Gandhi Road,0.02351208126877236,2
333,Super built-up  Area,1,100.44530995002042,1250.0,2.0,2.0,40.0,Mangalwar peth,0.023894702607564423,2
334,Super built-up  Area,1,105.52455138573178,1325.0,2.0,2.0,76.0,Manik Bagh,0.025329532628034664,2
335,Built-up  Area,1,130.76718597001224,1850.0,3.0,1.0,150.0,Market yard,0.03537334277132636,3
336,Super built-up  Area,0,49.165813943422656,525.0,2.0,2.0,21.53,Model colony,0.010024679076352088,1
337,Super built-up  Area,1,128.2697082088187,1200.0,2.0,2.0,65.0,Mukund Nagar,0.022938149260584264,2
338,Plot  Area,1,128.2697082088187,1350.0,2.0,0.0,140.0,Mundhawa,0.025807809301524747,1
339,Super built-up  Area,0,59.72690271364193,1260.0,3.0,1.0,49.36,Nagar Road,0.024086013276960454,3
340,Super built-up  Area,1,118.77864328335374,1800.0,3.0,0.0,150.0,Nana Peth,0.03441678942434619,3
341,Plot  Area,0,101.23883710001749,11.0,3.0,2.0,74.0,Narayan Peth,0.0001913106693960322,1
342,Built-up  Area,1,93.41740852858892,1100.0,2.0,1.0,43.25,Narayangaon,0.02102504256662394,2
343,Super built-up  Area,1,98.30598830834354,1508.0,2.0,1.0,77.0,Navi Peth,0.028830517877982055,2
344,Carpet  Area,1,106.27864328335374,1592.0,3.0,2.0,75.0,Padmavati,0.030437527500908727,3
345,Super built-up  Area,1,95.38169424287464,1388.0,2.0,3.0,57.0,Parvati Darshan,0.026534789845229667,2
346,Super built-up  Area,0,87.3755276692402,630.0,1.0,1.0,28.35,Pashan,0.012033441105010426,1
347,Plot  Area,1,128.2697082088187,2000.0,3.0,2.0,365.0,Paud Road,0.03824300281226684,1
348,Super built-up  Area,1,128.2697082088187,1762.0,3.0,1.0,125.0,Pirangut,0.03368980888064128,3
349,Super built-up  Area,0,128.2697082088187,950.0,2.0,2.0,50.0,Prabhat Road,0.018155382525683456,2
350,Super built-up  Area,1,260.51321997693253,3252.0,5.0,3.0,335.0,Pune Railway Station,0.06219509862065007,4
351,Super built-up  Area,0,75.11727569286589,1116.0,2.0,1.0,50.0,Rasta Peth,0.021331139637657592,2
352,Super built-up  Area,1,109.32289633637475,1308.0,2.0,2.0,89.04,Raviwar Peth,0.02500430449006141,2
353,Super built-up  Area,1,128.2697082088187,1200.0,3.0,0.0,90.0,Sadashiv Peth,0.022938149260584264,3
354,Plot  Area,1,128.2697082088187,1500.0,4.0,2.0,230.0,Sahakar Nagar,0.02867746934246523,1
355,Built-up  Area,1,128.2697082088187,500.0,1.0,1.0,18.5,Salunke Vihar,0.009546402402862008,1
356,Super built-up  Area,1,91.45898246251531,1075.0,2.0,1.0,52.0,Sasson Road,0.02054676589313386,2
357,Super built-up  Area,0,81.5414824625153,530.0,1.0,0.0,11.66,Satara Road,0.010120334411050104,1
358,Built-up  Area,1,128.2697082088187,1205.0,2.0,3.0,66.0,Senapati Bapat Road,0.02303380459528228,2
359,Super built-up  Area,1,92.08398246251531,1075.0,2.0,2.0,60.0,Shaniwar Peth,0.02054676589313386,2
360,Built-up  Area,1,80.51909552223583,930.0,2.0,2.0,39.0,Shivaji Nagar,0.017772761186891393,2
361,Super built-up  Area,1,103.77864328335374,1380.0,2.0,1.0,60.0,Shukrawar Peth,0.026381741309712842,2
362,Super built-up  Area,1,127.01966082083845,2483.0,5.0,2.0,212.0,Sinhagad Road,0.047483308144095196,4
363,Built-up  Area,1,82.88932164167687,1166.0,2.0,2.0,55.0,Somwar Peth,0.022287692984637755,2
364,Super built-up  Area,1,104.61197661668707,1050.0,2.0,1.0,65.0,Swargate,0.02006848921964378,2
365,Super built-up  Area,0,228.2428963363748,2023.71,3.0,2.0,275.0,Tilak Road,0.038696600409404834,3
366,Super built-up  Area,1,53.86099730192542,1200.0,2.0,2.0,46.8,Uruli Devachi,0.022938149260584264,2
367,Super built-up  Area,1,110.09597995716035,1600.0,2.0,1.0,108.0,Vadgaon Budruk,0.03059057603642555,3
368,Super built-up  Area,1,112.11197661668707,1935.0,3.0,2.0,110.0,Wadgaon Sheri,0.03699948346119263,3
369,Super built-up  Area,0,73.45718597001225,451.0,1.0,0.0,29.9,Viman Nagar,0.00860898012282145,1
370,Super built-up  Area,1,109.61197661668707,1800.0,3.0,2.0,95.0,Vishrant Wadi,0.03441678942434619,3
371,Super built-up  Area,0,106.61197661668707,1400.0,3.0,0.0,77.0,Wagholi,0.026764362648504906,3
372,Super built-up  Area,1,121.97812398000816,1801.0,3.0,2.0,115.0,Wakadewadi,0.0344359204912858,3
373,Built-up  Area,1,102.08398246251531,1451.0,2.0,2.0,90.0,Wanowrie,0.02774004706242467,2
374,Plot  Area,0,128.2697082088187,1200.0,1.0,1.0,36.0,Warje,0.022938149260584264,1
375,Super built-up  Area,1,53.86099730192542,1160.0,2.0,2.0,44.0,Yerawada,0.022172906583000133,2
376,Built-up  Area,1,128.2697082088187,1000.0,2.0,1.0,25.0,Alandi Road,0.01911193587266362,2
377,Super built-up  Area,1,78.30860459231711,950.0,2.0,1.0,40.0,Ambegaon Budruk,0.018155382525683456,2
378,Built-up  Area,0,128.2697082088187,1629.0,3.0,2.0,79.0,Anandnagar,0.031145376977674045,3
379,Built-up  Area,1,128.2697082088187,1580.0,2.0,0.0,134.0,Aundh,0.030207954697633488,3
380,Super built-up  Area,0,100.69679064667483,1826.0,3.0,2.0,121.0,Aundh Road,0.03491419716477588,3
381,Built-up  Area,1,116.7068743880049,1245.0,2.0,1.0,94.0,Balaji Nagar,0.023799047272866407,2
382,Super built-up  Area,1,88.38023246251531,1145.0,2.0,2.0,45.79,Baner,0.021885940578906086,2
383,Super built-up  Area,1,73.89783536154788,825.0,2.0,1.0,33.0,Baner road,0.015763999158233056,2
384,Super built-up  Area,0,107.16798441112472,1693.0,3.0,3.0,108.0,Bhandarkar Road,0.03236976526180865,3
385,Super built-up  Area,1,90.70898246251531,1113.27,2.0,2.0,53.0,Bhavani Peth,0.021278911824912476,2
386,Built-up  Area,1,102.95312281430321,1460.0,2.0,1.0,58.0,Bibvewadi,0.0279122266648811,2
387,Built-up  Area,1,99.11197661668707,1050.0,2.0,1.0,32.0,Bopodi,0.02006848921964378,2
388,Built-up  Area,1,102.94530995002042,1260.0,2.0,2.0,55.0,Budhwar Peth,0.024086013276960454,2
389,Super built-up  Area,1,128.2697082088187,700.0,3.0,2.0,120.0,Bund Garden Road,0.013372615790782652,6
390,Built-up  Area,1,113.77864328335374,1656.0,2.0,1.0,120.0,Camp,0.031661915785043335,2
391,Super built-up  Area,1,92.81026567144606,1208.0,3.0,1.0,45.0,Chandan Nagar,0.02309119779610109,3
392,Super built-up  Area,1,143.64659298500615,1910.0,3.0,2.0,161.0,Dapodi,0.03652120678770255,3
393,Super built-up  Area,1,140.38169424287463,3252.0,4.0,1.0,230.0,Deccan Gymkhana,0.06219509862065007,4
394,Plot  Area,1,128.2697082088187,1200.0,2.0,1.0,65.0,Dehu Road,0.022938149260584264,1
395,Super built-up  Area,1,128.2697082088187,1200.0,4.0,1.0,175.0,Dhankawadi,0.022938149260584264,4
396,Super built-up  Area,1,136.43009787895383,1175.0,2.0,1.0,82.0,Dhayari Phata,0.02245987258709418,2
397,Plot  Area,1,128.2697082088187,1000.0,2.0,0.0,165.0,Dhole Patil Road,0.01911193587266362,1
398,Plot  Area,1,128.2697082088187,1200.0,2.0,0.0,125.0,Erandwane,0.022938149260584264,1
399,Super built-up  Area,1,350.4223953233374,2390.0,3.0,2.0,410.0,Fatima Nagar,0.045704118918712094,3
400,Super built-up  Area,0,128.2697082088187,12000.0,6.0,3.0,2200.0,Fergusson College Road,0.22955367220829906,7
401,Plot  Area,1,128.2697082088187,550.0,1.0,1.0,62.0,Ganesh Peth,0.010502955749842169,1
402,Super built-up  Area,1,84.08398246251531,1185.0,2.0,2.0,38.0,Ghorpade Peth,0.022651183256490213,2
403,Super built-up  Area,1,79.13020663334694,750.0,2.0,1.0,38.0,Ghorpadi,0.014329169137762813,2
404,Plot  Area,1,128.2697082088187,1200.0,7.0,3.0,250.0,Gokhale Nagar,0.022938149260584264,1
405,Super built-up  Area,1,68.75633884857493,1550.0,3.0,3.0,64.5,Gultekdi,0.02963402268944539,3
406,Built-up  Area,1,108.44530995002042,1760.0,3.0,2.0,88.0,Guruwar peth,0.033651546746762066,3
407,Super built-up  Area,1,98.52455138573178,1125.0,2.0,2.0,62.0,Hadapsar,0.021503319240114022,2
408,Plot  Area,1,128.2697082088187,1350.0,3.0,2.0,150.0,Hadapsar Industrial Estate,0.025807809301524747,1
409,Plot  Area,0,128.2697082088187,1000.0,2.0,1.0,55.0,Hingne Khurd,0.01911193587266362,1
410,Built-up  Area,0,128.2697082088187,1090.0,2.0,2.0,31.48,Jangali Maharaj Road,0.020833731897227908,2
411,Plot  Area,1,128.2697082088187,1200.0,2.0,0.0,60.0,Kalyani Nagar,0.022938149260584264,1
412,Super built-up  Area,1,75.01267659811552,1991.0,4.0,2.0,103.0,Karve Nagar,0.03807082320981041,3
413,Super built-up  Area,0,82.7902324625153,1060.0,2.0,1.0,26.5,Karve Road,0.020259799889039812,2
414,Super built-up  Area,1,116.58398246251531,1105.0,2.0,1.0,75.0,Kasba Peth,0.021120697901321955,2
415,Built-up  Area,1,104.94530995002042,985.0,2.0,2.0,67.0,Katraj,0.01882496986856957,2
416,Plot  Area,1,128.2697082088187,1533.0,5.0,3.0,85.0,Khadaki,0.029308794551472134,1
417,Super built-up  Area,0,100.95312281430321,1590.0,3.0,2.0,79.0,Khadki,0.03039926536702952,3
418,Super built-up  Area,1,92.83398246251531,1120.0,2.0,2.0,55.0,Kharadi,0.021407663905416006,2
419,Super built-up  Area,1,82.85242885556916,1069.0,2.0,1.0,55.0,Kondhwa,0.020431979491496242,2
420,Super built-up  Area,1,137.41699123125767,1933.0,3.0,2.0,140.0,Kondhwa Budruk,0.03696122132731342,3
421,Built-up  Area,0,104.5848152764778,1194.0,2.0,0.0,69.0,Kondhwa Khurd,0.022823362858946643,2
422,Super built-up  Area,1,105.27864328335374,1150.0,2.0,3.0,69.0,Koregaon Park,0.0219815959136041,2
423,Super built-up  Area,1,128.2697082088187,1240.0,2.0,2.0,47.12,Kothrud,0.02370339193816839,2
424,Super built-up  Area,1,51.87343364353085,1419.0,2.0,2.0,48.1,Law College Road,0.027127852920357368,2
425,Plot  Area,1,128.2697082088187,1200.0,8.0,2.0,250.0,Laxmi Road,0.022938149260584264,1
426,Super built-up  Area,1,133.77864328335374,2150.0,4.0,2.0,240.0,Lulla Nagar,0.041112662853207325,3
427,Super built-up  Area,1,96.09597995716035,1450.0,3.0,2.0,55.0,Mahatma Gandhi Road,0.027720915995485068,3
428,Super built-up  Area,0,89.81465107779138,1630.0,3.0,2.0,68.29,Mangalwar peth,0.031164508044613647,3
429,Super built-up  Area,1,62.953782089480136,708.0,1.0,1.0,40.0,Manik Bagh,0.013525664326299478,2
430,Plot  Area,1,128.2697082088187,1000.0,4.0,3.0,110.0,Market yard,0.01911193587266362,1
431,Plot  Area,1,128.2697082088187,11890.0,4.0,3.0,700.0,Model colony,0.2274492548449427,1
432,Super built-up  Area,1,104.09597995716035,1250.0,2.0,1.0,76.0,Mukund Nagar,0.023894702607564423,2
433,Super built-up  Area,1,87.87792356071866,1400.0,2.0,1.0,95.0,Mundhawa,0.026764362648504906,3
434,Super built-up  Area,1,128.2697082088187,1670.0,2.0,3.0,57.0,Nagar Road,0.031929750722197774,3
435,Super built-up  Area,1,102.35937382308634,1750.0,3.0,2.0,100.0,Nana Peth,0.033460236077366035,3
436,Super built-up  Area,1,78.68096544545826,1404.0,2.0,1.0,71.0,Narayan Peth,0.02684088691626332,2
437,Super built-up  Area,1,101.42471451819296,1715.0,2.0,2.0,95.0,Narayangaon,0.03279064873447992,3
438,Built-up  Area,0,74.32373814259485,630.0,1.0,1.0,34.65,Navi Peth,0.012033441105010426,1
439,Super built-up  Area,1,120.63932164167687,1752.12,3.0,2.0,135.0,Padmavati,0.03350079393927799,3
440,Super built-up  Area,1,128.2697082088187,1650.0,3.0,2.0,78.0,Parvati Darshan,0.03154712938340571,3
441,Super built-up  Area,1,51.87343364353085,1295.0,2.0,1.0,55.47,Pashan,0.02475560061984657,2
442,Plot  Area,1,178.0839824625153,1800.0,3.0,2.0,252.0,Paud Road,0.03441678942434619,1
443,Super built-up  Area,0,96.18930229615856,1346.0,2.0,1.0,74.03,Pirangut,0.025731285033766333,2
444,Plot  Area,1,128.2697082088187,1200.0,4.0,2.0,200.0,Prabhat Road,0.022938149260584264,1
445,Super built-up  Area,1,102.94530995002042,1150.0,2.0,2.0,55.0,Pune Railway Station,0.0219815959136041,2
446,Built-up  Area,1,147.9453099500204,3309.0,4.0,3.0,325.0,Rasta Peth,0.06328556943620746,1
447,Super built-up  Area,0,35.724663069233905,1190.0,2.0,2.0,30.35,Raviwar Peth,0.022746838591188232,3
448,Super built-up  Area,1,104.09597995716035,1620.0,3.0,2.0,98.0,Sadashiv Peth,0.030973197375217615,3
449,Super built-up  Area,0,128.2697082088187,950.0,2.0,1.0,46.96,Sahakar Nagar,0.018155382525683456,2
450,Super built-up  Area,1,178.0839824625153,5000.0,9.0,3.0,360.0,Salunke Vihar,0.0956362036310765,11
451,Super built-up  Area,1,98.30598830834354,2450.0,3.0,0.0,120.0,Sasson Road,0.04685198293508829,3
452,Super built-up  Area,0,40.03784155781442,1220.0,2.0,1.0,35.23,Satara Road,0.023320770599376327,3
453,Super built-up  Area,1,89.66740852858892,850.0,2.0,1.0,30.0,Senapati Bapat Road,0.016242275831723135,2
454,Built-up  Area,1,128.2697082088187,1020.0,2.0,2.0,63.0,Shaniwar Peth,0.019494557211455682,2
455,Built-up  Area,1,128.2697082088187,1100.0,2.0,2.0,50.0,Shivaji Nagar,0.02102504256662394,2
456,Super built-up  Area,1,109.09597995716035,1150.0,2.0,2.0,126.0,Shukrawar Peth,0.0219815959136041,2
457,Super built-up  Area,0,117.68957156316435,1760.0,2.0,2.0,130.0,Sinhagad Road,0.033651546746762066,3
458,Super built-up  Area,1,128.2697082088187,1800.0,3.0,3.0,110.0,Somwar Peth,0.03441678942434619,3
459,Super built-up  Area,1,128.2697082088187,1070.0,2.0,1.0,54.0,Swargate,0.020451110558435844,2
460,Plot  Area,1,128.2697082088187,1500.0,4.0,2.0,220.0,Tilak Road,0.02867746934246523,1
